1951	3.88	4.57	3.17	2.30	3.28	4.67	0.84	1.71	2.53	1.79	3.68	5.07	37.49
1952	7.07	2.51	5.08	3.60	3.16	3.69	1.12	2.58	3.24	0.99	2.22	2.71	37.97
1953	3.63	1.31	2.98	3.04	5.52	1.71	2.02	2.89	1.49	0.62	0.86	1.56	27.63
1954	2.53	2.07	2.13	3.19	2.32	2.14	2.44	4.49	0.47	4.28	1.12	2.18	29.36
1955	1.59	3.27	3.22	2.92	2.22	2.80	7.21	1.20	5.43	2.85	5.67	0.36	38.74
1956	1.56	2.96	3.36	3.41	4.02	2.29	4.47	2.75	1.15	1.07	2.77	3.05	32.86
1957	1.80	2.31	1.42	5.81	7.76	5.29	3.28	0.36	2.75	2.07	3.22	4.04	40.11
1958	1.81	0.57	1.50	4.80	4.26	10.89	6.34	2.29	4.10	1.68	2.47	0.54	41.25
1959	6.85	4.14	2.60	3.58	4.40	1.16	4.10	3.59	1.61	2.57	3.17	2.40	40.17
1960	1.97	2.30	1.21	1.18	3.66	4.51	3.04	1.89	0.90	1.86	1.91	1.76	26.19
1961	1.13	3.99	5.39	5.15	2.81	3.45	3.86	3.16	4.37	1.59	2.61	2.59	40.10
1962	2.90	2.42	2.34	0.56	3.94	0.32	6.78	2.14	0.96	2.23	2.56	0.59	27.74
1963	0.96	0.48	6.80	3.09	2.45	3.30	3.13	2.29	0.27	0.17	0.69	0.58	24.21
1964	1.60	1.52	7.65	5.98	1.55	3.15	2.15	1.12	1.04	0.53	1.95	3.33	31.57
1965	2.32	2.80	2.33	4.54	2.33	1.44	2.24	1.35	5.69	2.76	1.20	1.46	30.46
1966	2.33	2.64	1.07	2.63	2.37	2.63	3.95	3.49	3.63	1.28	3.44	2.81	32.27
1967	0.69	1.38	3.77	4.24	6.72	3.98	2.42	0.34	1.09	2.23	2.99	3.58	33.43
1968	1.67	0.27	2.22	1.44	7.33	3.66	3.61	2.89	2.74	1.38	3.66	3.48	34.35
1969	3.75	0.73	1.41	2.74	4.20	5.90	5.71	3.39	1.13	0.98	3.14	1.83	34.91
1970	1.23	1.16	2.08	5.60	2.68	3.01	2.64	1.04	1.29	2.91	1.63	1.95	27.22
1971	1.64	3.66	1.84	1.00	4.20	2.39	4.09	3.11	3.78	2.17	1.55	3.80	33.23
1972	1.47	0.85	2.46	3.77	4.34	3.04	2.08	3.13	4.64	2.22	5.00	2.81	35.81
1973	1.63	1.28	4.64	3.45	3.10	5.72	3.76	3.93	0.69	3.28	3.86	3.14	38.48
1974	2.67	2.04	3.59	2.97	5.20	4.50	0.47	8.03	3.68	0.98	3.44	2.86	40.43
1975	3.59	3.95	3.34	3.99	2.28	2.23	5.50	4.75	3.30	2.45	2.18	3.53	41.09
1976	3.01	1.73	2.97	1.80	1.90	5.32	0.95	1.88	1.71	2.82	0.87	0.67	25.63
1977	1.64	1.78	3.50	5.13	2.02	2.46	1.73	3.59	2.73	3.85	2.67	4.47	35.57
1978	4.72	0.24	2.45	3.89	2.85	4.66	3.83	6.98	0.43	2.47	2.03	4.45	39.00
1979	3.29	2.85	1.35	3.62	2.90	4.34	4.43	7.95	3.51	2.03	4.91	2.12	43.30
1980	2.16	1.69	4.43	3.55	5.06	9.54	2.98	4.60	1.45	2.25	1.81	1.44	40.96
1981	0.30	3.37	1.18	5.06	4.76	6.32	5.08	3.51	5.06	2.79	2.80	3.46	43.69
1982	6.03	1.82	5.54	1.95	4.80	4.05	1.46	6.42	1.40	1.42	4.10	3.72	42.71
1983	1.39	0.65	2.67	4.73	4.43	5.73	3.57	1.16	0.88	5.54	4.21	2.89	37.85
1984	1.15	2.67	3.63	3.92	4.29	1.87	2.37	2.06	3.30	3.52	3.38	3.83	35.99
1985	1.56	2.26	4.85	1.56	4.43	2.27	2.69	2.50	0.98	2.39	8.07	2.25	35.81
1986	1.68	3.67	4.02	2.68	2.29	6.66	4.62	1.99	3.15	6.25	3.04	2.87	42.92
1987	1.06	1.01	2.22	3.11	2.61	3.16	4.36	0.65	0.28	1.26	1.98	3.00	24.70
1988	1.46	3.81	3.04	2.01	1.62	1.41	3.76	2.86	4.73	3.00	6.22	2.65	36.57
1989	2.72	2.65	5.99	6.52	8.55	4.76	3.56	1.89	5.66	1.56	3.66	1.85	49.37
1990	2.28	5.77	3.70	3.00	8.40	3.21	8.55	3.76	2.60	5.98	2.46	10.04	59.75
1991	2.53	2.55	5.34	4.72	4.25	2.52	2.58	2.13	3.25	1.52	2.12	3.64	37.15
1992	3.06	0.96	2.99	5.44	3.17	3.23	6.83	4.48	2.27	1.51	5.07	1.58	40.59
1993	3.88	2.77	3.85	6.78	3.98	6.25	4.68	3.32	4.69	3.06	6.19	2.78	52.23
1994	3.76	1.27	1.88	6.32	2.00	3.85	4.54	2.92	0.97	1.00	3.50	2.76	34.77
1995	2.39	1.47	2.62	5.30	9.05	5.60	5.83	7.54	1.03	5.65	2.30	2.48	51.26
1996	4.11	1.82	3.88	9.20	7.75	6.04	5.89	0.03	6.87	1.39	3.54	4.13	54.65
1997	2.40	1.75	3.96	1.42	5.76	2.22	3.07	2.55	1.66	1.27	2.40	2.15	30.61
1998	3.30	2.32	2.98	6.19	4.09	6.35	3.31	2.71	0.77	3.47	1.59	2.13	39.21
1999	3.93	3.97	1.61	3.53	1.98	3.70	2.82	1.80	1.05	1.06	1.85	2.56	29.86
2000	3.20	2.15	2.21	4.19	2.98	2.98	2.96	2.56	2.84	3.52	2.32	2.41	34.32
2001	0.84	1.69	1.35	3.60	4.53	2.91	5.48	6.40	3.88	4.99	2.86	3.66	42.19
2002	1.52	1.31	3.89	5.72	6.20	3.25	1.81	0.87	5.74	2.53	3.08	3.20	39.12
2003	1.07	2.23	2.65	1.49	6.62	4.56	6.32	3.83	5.40	3.03	3.88	2.44	43.52
2004	4.62	1.31	2.48	3.39	8.61	5.12	3.25	5.15	0.61	2.38	3.18	1.61	41.71
2005	9.22	1.63	2.31	3.97	2.31	3.49	1.95	4.40	7.37	3.11	3.64	1.88	45.28
2006	2.97	1.66	3.70	4.42	3.67	3.64	5.32	3.44	5.09	4.60	3.17	3.66	45.34
2007	4.08	2.52	4.87	3.52	2.93	1.78	2.34	3.28	4.81	3.31	3.00	4.45	40.89
2008	2.04	4.14	6.98	2.21	4.38	6.63	5.89	1.65	2.69	1.24	2.28	5.12	45.25
2009	2.03	1.59	1.48	3.96	3.79	5.30	4.01	2.03	2.68	4.80	0.93	2.95	35.55
2010	1.47	1.49	4.12	2.13	5.30	5.53	2.75	1.73	1.65	1.13	4.85	1.45	33.60
2011	1.43	4.55	4.17	8.72	6.06	2.56	2.22	2.02	10.84	3.00	5.81	5.34	56.72
2012	4.73	1.27	2.66	2.17	2.04	1.57	2.86	1.65	5.27	3.81	0.79	3.77	32.59
2013	3.10	1.29	3.16	3.76	2.99	3.12	3.58	1.38	2.23	5.74	1.60	4.58	36.53
2014	2.84	2.14	2.62	5.80	4.68	3.53	3.23	3.06	0.88	2.37	2.04	2.79	35.98
2015	2.97	1.39	3.91	5.26	1.79	7.88	4.60	1.94	0.86	3.69	2.44	4.39	41.12
2016	1.50	3.32	5.50	2.95	2.95	3.60	2.97	3.74	3.28	1.90	1.08	2.99	35.78
2017	3.42	1.52	4.95	5.46	6.50	7.43	4.80	3.03	2.16	4.00	6.02	1.54	50.83
2018	2.69	5.62	3.56	4.78	3.06	3.06	3.32	4.33	6.72	1.53	5.69	4.63	48.99
2019	3.25	6.15	3.59	4.22	6.06	3.80	5.71	1.26	0.70	3.29	1.63	3.31	42.97
2020	3.83	2.71	5.75	3.05	5.78	2.59	3.42	3.58	0.90	4.53	3.11	0.98	40.23
2021	2.82	1.95	3.30	1.89	4.26	4.68	5.39	2.91	3.46	4.55	1.61	4.49	41.31
