1979	3.32	2.88	1.01	4.01	3.27	4.23	8.06	8.63	6.76	1.26	3.91	1.83	49.17
1980	1.69	1.38	3.77	1.59	4.56	5.17	4.58	6.26	1.86	2.53	2.07	1.96	37.42
1981	0.70	4.60	1.11	5.38	6.50	5.73	4.14	1.41	2.28	1.40	1.65	2.88	37.78
1982	4.77	1.49	3.99	1.90	4.68	3.37	3.90	1.02	4.25	0.92	5.19	3.84	39.32
1983	1.20	0.74	1.69	5.58	5.06	4.59	2.80	2.23	1.91	4.45	5.00	3.16	38.41
1984	1.07	1.97	3.89	3.10	4.93	0.71	3.15	2.96	1.48	2.91	4.41	2.84	33.42
1985	1.31	1.67	3.78	0.73	4.96	1.41	6.88	2.34	1.18	1.93	10.67	1.81	38.67
1986	1.54	2.96	2.61	1.31	2.47	5.53	3.60	1.61	3.44	4.16	3.00	2.81	35.04
1987	1.14	0.59	2.04	2.02	2.85	3.60	3.89	2.96	1.53	1.57	1.63	2.88	26.70
1988	2.14	4.26	2.54	2.24	2.27	1.34	7.80	2.68	3.52	1.70	3.59	2.49	36.57
1989	1.97	3.10	4.16	3.30	4.69	6.36	6.79	4.30	2.16	2.49	2.65	1.79	43.76
1990	2.43	5.15	1.32	2.82	7.01	5.25	8.00	1.86	5.26	5.05	2.03	6.98	53.16
1991	1.97	2.30	3.97	4.15	2.47	2.81	2.14	2.02	4.05	1.76	1.31	3.79	32.74
1992	1.79	0.85	3.40	2.83	3.40	2.33	12.36	3.75	2.14	1.40	4.03	1.32	39.60
1993	4.14	1.82	3.50	4.49	2.47	3.33	5.95	0.74	1.75	3.05	4.45	2.16	37.85
1994	3.79	1.56	1.94	3.64	1.69	1.93	6.02	3.29	1.68	0.92	2.94	2.22	31.62
1995	4.54	1.64	1.61	3.17	4.86	5.30	6.99	7.56	1.15	4.04	2.47	1.97	45.30
1996	3.73	2.14	3.40	6.39	5.81	3.82	5.09	1.58	5.50	1.44	3.20	3.46	45.56
1997	2.19	1.50	3.96	1.65	5.58	6.62	2.91	5.76	1.36	1.58	2.92	2.13	38.16
1998	2.32	2.48	1.88	6.51	3.09	6.99	2.75	1.99	1.27	3.05	1.99	3.25	37.57
1999	2.87	2.77	1.88	4.65	1.80	0.65	3.02	2.40	1.91	1.00	1.95	2.69	27.59
2000	3.53	2.79	2.70	4.15	5.42	3.50	4.10	4.10	4.18	2.70	2.13	3.59	42.89
2001	1.31	1.37	1.03	3.39	7.03	2.30	4.66	4.14	1.60	3.32	3.69	3.01	36.85
2002	1.92	1.72	3.45	4.02	6.60	3.46	4.13	2.12	4.35	2.68	3.00	2.76	40.21
2003	1.69	2.96	2.22	2.54	5.92	4.99	2.94	11.46	6.86	1.78	2.89	2.78	49.03
2004	5.08	2.02	3.27	3.96	5.93	5.34	6.46	3.42	2.98	3.33	4.12	3.36	49.27
2005	8.95	1.27	3.53	4.36	3.36	2.69	1.79	5.09	2.91	1.33	3.31	1.67	40.26
2006	2.67	1.35	3.48	2.52	3.25	4.30	5.77	2.94	5.35	6.70	2.12	3.18	43.63
2007	4.25	2.06	6.68	2.31	1.40	2.78	3.02	4.73	2.53	3.58	2.18	4.34	39.86
2008	1.64	3.88	7.58	2.16	3.14	10.39	1.65	3.73	2.50	1.44	2.49	4.84	45.44
2009	2.73	1.93	1.15	4.23	2.42	3.44	4.90	3.27	2.50	4.89	0.42	3.60	35.48
2010	2.27	2.42	2.75	2.51	3.89	5.38	6.01	2.23	1.66	1.54	4.34	1.26	36.26
2011	1.47	4.25	4.58	7.14	5.90	3.03	5.67	2.48	6.55	3.68	4.77	5.44	54.96
2012	3.82	1.89	4.92	3.60	2.30	2.01	2.54	1.80	3.97	4.06	0.66	5.70	37.27
2013	2.25	1.82	3.12	3.66	1.62	4.46	6.87	2.84	2.52	5.91	2.18	4.30	41.55
2014	2.40	2.39	2.59	5.47	4.00	5.29	3.47	4.90	0.65	2.77	1.46	2.70	38.09
2015	2.87	1.70	3.92	4.09	3.56	6.72	5.41	3.59	3.21	2.68	2.37	4.88	45.00
2016	1.12	3.29	4.27	2.31	2.74	5.22	2.49	5.82	4.68	1.73	1.02	3.09	37.78
2017	2.83	2.63	5.39	2.59	5.24	4.66	8.55	2.14	2.58	3.57	4.67	1.76	46.61
2018	2.39	5.25	2.96	5.23	4.55	6.71	5.46	4.19	6.57	2.60	5.70	3.57	55.18
2019	3.09	5.49	5.33	3.55	3.80	7.04	3.22	3.28	0.85	4.05	1.48	2.76	43.94
2020	4.37	2.56	8.16	4.22	6.29	2.40	3.62	4.75	4.30	4.19	3.35	2.24	50.45
2021	2.25	2.23	2.85	3.28	3.46	2.58	4.64	7.16	1.98	3.57	1.90	4.51	40.41
